Año de recolección;__modified;__owner;fuente;servicios;superficie;pais;ciudad;v_suelo;_nomciudad;dist_cdad
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SACABA;145;SACABA;2064,171404
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SACABA;80;SACABA;2041,388864
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SACABA;100;SACABA;2179,733464
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SACABA;100;SACABA;2306,736709
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;70;SAN BENITO;596,5853617
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;75;SAN BENITO;296,864835
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;35;SAN BENITO;697,9585745
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 2.000 a 10.000 m2;BOLIVIA;SAN BENITO;15;SAN BENITO;954,3105413
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;5;SAN BENITO;802,9041266
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;83;SAN BENITO;793,7647682
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;82;SAN BENITO;1182,001995
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;53;SAN BENITO;1664,556431
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;63;SAN BENITO;1548,66388
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;14;SAN BENITO;1464,665452
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;8;SAN BENITO;1558,905222
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;24;SAN BENITO;1607,880462
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;76;SAN BENITO;1813,818798
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;12;SAN BENITO;813,2093584
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;90;SAN BENITO;1026,71184
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;55;SAN BENITO;1940,120164
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;90;SAN BENITO;1833,168429
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;12;SAN BENITO;687,345356
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;36;SAN BENITO;749,5321442
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;36;SAN BENITO;2415,894255
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2030,973125
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;13;SAN BENITO;962,745201
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;35;SAN BENITO;1944,956622
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;48;SAN BENITO;2141,449325
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;72;SAN BENITO;1816,956199
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;70;SAN BENITO;2073,378795
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;10;SAN BENITO;672,5530602
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;120;SAN BENITO;653,8599496
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2249,991747
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2282,757802
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2265,89061
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2150,486347
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2188,941604
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2205,397799
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2243,457581
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2217,160994
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2153,301542
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;1926,424759
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;1931,335879
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;2183,990108
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;175;SAN BENITO;2061,867404
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;15;SAN BENITO;1432,133481
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;32;SAN BENITO;1529,969611
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;32;SAN BENITO;954,8151943
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;8;SAN BENITO;1993,612904
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;9;SAN BENITO;1079,168741
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;50;SAN BENITO;1352,997217
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;40;SAN BENITO;1128,451718
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;16;SAN BENITO;1749,32925
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;65;SAN BENITO;1942,723726
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;32;SAN BENITO;2137,220495
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;37;SAN BENITO;2445,001619
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;31;SAN BENITO;410,9260531
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;37;SAN BENITO;1577,088396
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;35;SAN BENITO;1839,332497
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;SAN BENITO;67;SAN BENITO;1279,26251
2018;2018-12-01;171325;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;SAN BENITO;78;SAN BENITO;1250,729705
2018;2018-10-24;154624;Tasacion o avaluo particular;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;1060;COCHABAMBA;2803,683123
2018;2018-12-04;157492;Tasacion o avaluo particular;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;QUILLACOLLO;304;QUILLACOLLO;450,3475297
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;916;COCHABAMBA;484,2
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;890;COCHABAMBA;1101,47
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;507;SACABA;6162,42
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;829;COCHABAMBA;1543,18
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;969;COCHABAMBA;1318,08
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;526;COCHABAMBA;4459,63
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;692;COCHABAMBA;1368,18
2017;2017-10-21;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1003;COCHABAMBA;3216,12
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;878;COCHABAMBA;2472,26
2017;2017-10-22;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;530;COCHABAMBA;2301,04
2017;2017-11-02;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;854;COCHABAMBA;2314,13
2017;2017-11-02;132412;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;460;COCHABAMBA;3001,19
2017;2017-11-02;133440;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;TIQUIPAYA;350;TIQUIPAYA;1808,51
2017;2017-10-21;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1000;COCHABAMBA;3048,6
2017;2017-10-21;132412;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;798;COCHABAMBA;1047,46
2017;2017-10-21;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;391;COCHABAMBA;1780,04
2017;2017-10-30;133440;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;TIQUIPAYA;300;TIQUIPAYA;1531,41
2017;2017-10-30;133440;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;300;COCHABAMBA;4431,36
2017;2017-10-30;133440;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;SACABA;257;SACABA;1767,45
2017;2017-10-30;133440;Oferta publicada;Agua y luz;De 500 a 2.000 m2;BOLIVIA;SACABA;150;SACABA;5212,08
2017;2017-11-02;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1285;COCHABAMBA;1882,22
2017;2017-11-02;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1000;COCHABAMBA;2892,76
2017;2017-11-02;133440;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;525;COCHABAMBA;4242,64
2017;2017-11-02;133440;Oferta publicada;Agua y luz;De 500 a 2.000 m2;BOLIVIA;TIQUIPAYA;325;TIQUIPAYA;1168,2
2017;2017-10-30;133862;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;284;COCHABAMBA;3764,22
2017;2017-10-30;133862;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;SACABA;159;SACABA;3881,51
2017;2017-10-30;133862;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;SACABA;236;SACABA;5269,17
2017;2017-10-30;133862;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;TIQUIPAYA;112;TIQUIPAYA;1324,21
2017;2017-10-30;133862;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;TIQUIPAYA;207;TIQUIPAYA;2602,48
2017;2017-11-02;133862;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;TIQUIPAYA;514;TIQUIPAYA;947,31
2017;2017-11-02;133862;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;QUILLACOLLO;442;QUILLACOLLO;1121,47
2017;2017-11-02;133862;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;548;COCHABAMBA;1636,54
2017;2017-10-30;133862;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;102;COCHABAMBA;6161,27
2017;2017-10-21;133440;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;358;COCHABAMBA;2035,19
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1003;COCHABAMBA;904
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;1145;COCHABAMBA;1167
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;750;COCHABAMBA;1828
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;590;COCHABAMBA;4011
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;185;COCHABAMBA;4622
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;1200;COCHABAMBA;815
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;300;COCHABAMBA;4293
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;361;COCHABAMBA;3714
2016;2016-03-14;102472;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;250;COCHABAMBA;4352
2016;2016-03-14;102472;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;875;COCHABAMBA;4610
2016;2016-03-30;103542;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;820;COCHABAMBA;740
2016;2016-03-30;103542;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;360;COCHABAMBA;2669
2016;2016-03-30;103542;Oferta informada por oferente;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;430;COCHABAMBA;3337
2016;2016-03-30;103542;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;80;COCHABAMBA;5166
2016;2016-03-30;103542;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;160;COCHABAMBA;4771
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;360;COCHABAMBA;4029
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;157;COCHABAMBA;5060
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;47;COCHABAMBA;6438
2016;2016-03-30;103542;Oferta informada por oferente;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;208;COCHABAMBA;7238
2016;2016-03-14;102472;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;115;QUILLACOLLO;1901
2016;2016-03-15;102472;Oferta publicada;Agua y luz;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;39;QUILLACOLLO;3563
2016;2016-03-14;102472;Oferta publicada;Agua, luz y pavimento;Hasta 500 m2;BOLIVIA;COCHABAMBA;132;SACABA;5647
2016;2016-03-14;102472;Oferta informada por oferente;Agua y luz;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;60;COCHABAMBA;1022
2016;2016-03-14;102472;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;75;COCHABAMBA;1030
2016;2016-03-15;102472;Oferta publicada;Agua y luz;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;100;COCHABAMBA;1240
2016;2016-03-15;102472;Oferta publicada;Agua y luz;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;35;COCHABAMBA;1100
2016;2016-03-30;103542;Oferta informada por oferente;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;170;COCHABAMBA;4830
2016;2016-02-09;100175;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;371;QUILLACOLLO;5800
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;230;QUILLACOLLO;3600
2016;2016-03-30;103542;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;165;COLCAPIRHUA;3098
2016;2016-03-30;103542;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;180;QUILLACOLLO;6100
2016;2016-03-30;103542;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;256;QUILLACOLLO;4000
2016;2016-03-30;103542;Oferta publicada;Agua y luz;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;45;QUILLACOLLO;3500
2016;2016-02-24;100210;Oferta publicada;Agua y luz;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;18;QUILLACOLLO;6000
2016;2016-03-14;102472;Oferta publicada;Agua y luz;Hasta 500 m2;BOLIVIA;COCHABAMBA;80;QUILLACOLLO;1749
2016;2016-02-24;100210;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;190;COCHABAMBA;4553
2016;2016-03-30;103542;Oferta informada por oferente;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;310;COCHABAMBA;6300
2016;2016-03-14;102472;Oferta publicada;Agua, luz y pavimento;De 500 a 2.000 m2;BOLIVIA;COCHABAMBA;365;QUILLACOLLO;9445
2016;2016-03-30;103542;Oferta informada por oferente;Agua y luz;De 2.000 a 10.000 m2;BOLIVIA;COCHABAMBA;63;QUILLACOLLO;8000
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;